监测时间,水质类别,水温（℃）,pH(无量纲),溶氧量(mg/L),电导率（μS/cm）,浊度（NTU）,高锰酸盐指数（mg/L）,氨氮（mg/L）,总磷（mg/L）,总氮（mg/L）,站点情况,id
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19.6,8.75,12.03,570.2,11.3,0.25,0.025,0.013,3.85,正常,1859
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,23.8,8.62,9.68,540.4,4.3,0.83,0.025,0.005,4.18,正常,1860
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.9,8.99,16.54,761.5,32.1,3.54,0.025,0.073,2.54,正常,1861
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,25.2,7.68,6.03,951.6,43.6,5.41,0.317,0.114,4.81,正常,1862
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.9,8.12,7.95,789.4,22.9,3.72,0.201,0.106,6.01,正常,1863
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,26.5,8.38,15.47,618.3,3.9,2.97,0.025,0.016,4.29,正常,1864
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.4,8.07,10.16,597.6,10.5,0.67,0.025,0.023,5.86,正常,1865
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.1,8.26,10.48,535.5,37.8,1.19,0.025,0.027,3.56,正常,1866
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,17.8,8.74,9.22,1211.2,59.7,4.48,0.025,0.065,1.76,正常,1867
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.1,8.43,8.53,1267.6,51.7,3.91,0.151,0.091,1.84,正常,1868
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.1,8.75,12.96,817.4,11,1.8,0.025,0.043,4.07,正常,1869
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.6,8.73,13.42,680.7,1.7,1.45,0.025,0.014,1.87,正常,1870
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,21.5,8.55,13.3,411,5.8,1.5,0.025,0.005,1.35,正常,1871
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,15.4,8.4,8.93,376.7,174.3,9.96,0.025,0.071,4.4,正常,1872
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,20.8,8.2,16.32,896.3,2.5,0.94,0.025,0.005,1.17,正常,1873
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20.2,8.26,9.38,558.8,43.9,4.5,0.025,0.115,3.66,正常,1874
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.4,8.3,9.28,1338.6,5.7,1.47,0.025,0.018,1.56,正常,1875
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,14.6,8.39,9.11,323,137.7,8.26,0.025,0.124,1.57,正常,1876
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,19.1,8.13,8.21,545.2,87,6.19,0.091,0.133,5.05,正常,1877
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.9,8.57,17.66,773,14.2,1.44,0.025,0.029,5.31,正常,1878
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19,8.24,16.62,667.5,2.2,1.36,0.025,0.005,4.35,正常,1879
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,15.8,8.28,10.26,623.4,41.6,6.54,0.193,0.138,3.62,正常,1880
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.6,8.33,12.93,735.8,16.3,1.54,0.025,0.034,3.51,正常,1881
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18,8.95,24.02,479.4,4.6,1.43,0.025,0.022,4.08,正常,1882
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,24,9.35,11.05,2940.6,23.3,7.06,0.025,0.091,0.8,正常,1883
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,24.7,8.26,10.76,,8.3,6.32,0.033,0.142,0.94,维护,1884
,,,,,,,,,,,不具备运行条件,1885
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.3,8.47,10.26,2216.1,40.4,5.63,0.036,0.093,0.86,正常,1886
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,21.8,8.65,10.06,2834.4,33.5,5.64,0.025,0.062,0.72,正常,1887
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,23.2,9.38,11.06,1270.6,21.5,5.77,0.044,0.054,1.26,正常,1888
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,22.8,8.28,28.25,1007.2,10.6,6.05,0.048,0.121,5.38,正常,1889
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.8,8.44,27.23,953.2,13.3,5.06,0.034,0.1,5.52,正常,1890
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,25.4,8.26,9.77,1787.5,23.2,6.44,0.377,0.071,2.46,正常,1891
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,24.4,9.02,22.82,703.2,6.2,5.37,0.035,0.066,3.15,正常,1892
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,22,7.76,3.43,991.8,1.2,5.62,0.053,0.083,0.93,正常,1893
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.5,8.47,8.05,881.3,16.4,4.73,0.071,0.055,1.08,正常,1894
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,23.1,8.73,7.78,1472.4,33.2,6.18,0.038,0.041,0.8,正常,1895
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,24.3,8.91,8.44,348.5,6.5,1.6,0.025,0.011,2.01,正常,1896
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.9,8,7.62,911.2,10,3.25,0.066,0.021,4.76,正常,1897
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24,7.85,8.04,1147.4,11.3,4.96,0.026,0.042,7.66,正常,1898
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),,27.1,8,7.66,1092.4,13.6,,0.025,0.04,2.95,维护,1899
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23,8.67,11.71,638.4,2.4,4.3,0.025,0.03,1.82,正常,1900
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.4,8.4,10.28,906.2,28.4,4.07,0.025,0.018,0.49,正常,1901
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.9,8.45,9.35,916.2,4.1,4.49,0.025,0.021,0.4,正常,1902
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.3,7.93,8.15,685.8,4.7,5.35,0.025,0.023,0.47,正常,1903
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,19.9,8.47,11.6,1571.6,10.8,6.31,0.087,0.141,5.45,正常,1904
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.5,8.44,11.44,746.5,10.3,1.58,0.025,0.005,2.37,正常,1905
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),,21.5,8.65,7.54,0.2,5.4,,,,,维护,1906
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15,8.49,14.45,939.9,28.3,2.36,0.026,0.058,7.14,正常,1907
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,17.7,8.33,9.33,576.5,119.7,3.92,0.025,0.155,6.66,正常,1908
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.4,8.52,8.2,1290.4,13,4.37,0.025,0.067,1.59,正常,1909
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,18.1,8.49,10.08,1118.5,246.4,6.18,0.025,0.181,4.51,正常,1910
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.2,8.29,7.51,997,322.8,5.44,0.025,0.191,2.5,正常,1911
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.5,7.96,8.94,1502.7,13.1,4.26,0.025,0.099,0.83,正常,1912
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.5,8.13,10.61,515.1,42.1,2.21,0.025,0.029,3.73,正常,1913
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.8,8.37,23.37,2227.7,2.6,4.7,0.053,0.165,6.4,正常,1914
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22,8.4,8.8,739.5,13.9,2.7,0.025,0.032,3.59,正常,1915
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,20.9,7.6,3.05,664,36.2,7.48,0.246,0.093,1.52,正常,1916
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.8,7.82,10.29,719.8,4.9,2.51,0.048,0.023,1.25,正常,1917
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.4,7.86,7.38,815.6,37.2,4.69,0.481,0.122,2.84,正常,1918
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.8,8.2,9.12,509.5,5.3,2.52,0.025,0.016,0.68,正常,1919
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,18.9,7.69,4.76,629,20.4,1.98,0.025,0.08,1.28,正常,1920
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,23.3,8.36,8.17,811.5,6,1.55,0.025,0.019,3.02,正常,1921
,,,,,,,,,,,不具备运行条件,1922
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.1,8.34,7.28,1002,57.4,3.38,0.145,0.068,3.22,正常,1923
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,21.7,8.62,9.47,684.9,10.3,4.34,0.025,0.03,0.88,正常,1924
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21,8.1,10.75,512.5,23,0.83,0.025,0.027,3.65,正常,1925
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.6,8.72,11.21,,26.2,5.39,0.031,0.05,17.74,维护,1926
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,22.9,8.52,10.22,1598.7,58.6,9.27,0.025,0.119,5.75,正常,1927
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22,8.43,11.52,971.3,51.4,5.51,0.025,0.048,0.52,正常,1928
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,28.2,8.19,9.56,1072.6,33.6,2.25,0.025,0.018,2.05,正常,1929
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.2,8.26,6.43,2218.1,133.1,4.62,0.088,0.142,5.14,正常,1930
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,23.6,8.76,23.89,747.4,11,1.27,0.025,0.017,2.29,正常,1931
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,25.3,8.48,26.42,2230.6,37,5.67,0.025,0.128,8.1,正常,1932
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19,8.08,8.49,1069,15.1,2.68,0.195,0.037,5.9,正常,1933
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.7,7.89,6.18,784.4,9.8,1.74,0.025,0.094,5.4,正常,1934
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,18.9,8.18,8.59,973.2,183.1,3.07,0.028,0.221,6.32,正常,1935
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.8,8.43,17.24,616.4,10.8,1.52,0.025,0.05,4.13,正常,1936
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,16.8,8.25,12.2,478,4.2,1.13,0.025,0.005,3.91,正常,1937
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.2,8.65,9.64,970.4,5.2,1.87,0.025,0.038,2.44,正常,1938
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,25,8.01,9.88,1548.6,21.4,7.18,0.117,0.078,4.15,正常,1939
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,26,9.06,15.62,1242.6,16,2.64,0.133,0.032,2.12,正常,1940
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.5,8.29,10.27,602.7,31.4,1.66,0.025,0.057,4.28,正常,1941
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,21.5,8.52,10.21,494.7,17.6,1.65,0.025,0.005,4.15,正常,1942
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,25.8,8.8,14.45,1265.6,8.3,4.09,0.025,0.044,,维护,1943
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,22.4,9.02,11.04,732.5,63.3,2.87,0.025,0.046,1.47,正常,1944
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,23.2,9.06,13.67,996.8,15.4,2.66,0.025,0.077,4.56,正常,1945
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.5,8.6,9.78,874.5,4.2,2.75,0.027,0.005,4.71,正常,1946
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.2,8.3,9.42,659.1,24,1.62,0.025,0.005,2.26,正常,1947
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,21.2,8.72,14.45,1086.3,38.4,4.58,0.025,0.106,3.57,正常,1948
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.8,8.36,8.79,895.6,399.7,2.63,0.025,0.012,1.61,正常,1949
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.3,8.32,10.06,943.5,276.4,2.77,0.025,0.02,1.89,正常,1950
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,16,8.57,9.98,1896.9,51,8.52,0.061,0.161,5.38,正常,1951
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.9,8.48,9.24,1007.4,264.2,2.39,0.025,0.047,1.51,正常,1952
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,14.1,8.27,10.92,283,15.6,8.2,0.035,0.061,0.76,正常,1953
,,,,,,,,,,,不具备运行条件,1954
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,16,7.98,8.98,397.8,11.4,17.46,0.025,0.056,1.23,正常,1955
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,10.9,8.91,10.52,1211.8,15.2,6.46,0.153,0.175,0.83,正常,1956
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.5,8.59,10.11,916.6,135.7,1.74,0.025,0.033,2.01,正常,1957
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,17.4,8.84,9.64,,28.9,7.1,0.038,0.028,0.96,维护,1958
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.7,8.58,9.21,712.3,207.5,2.19,0.025,0.045,1.87,正常,1959
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,17.5,8.97,9.37,2260.1,1.5,6.64,0.028,0.025,0.64,正常,1960
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.3,8.52,10.12,768.4,12,2.05,0.025,0.011,5.94,正常,1961
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,12.4,8.53,15.66,163.6,32.7,5.26,0.025,0.039,0.49,正常,1962
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.3,7.52,13.52,307.3,63.4,2,0.025,0.022,2.63,正常,1963
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,25.5,8.69,13.05,185.4,49.6,4.26,0.025,0.018,1.33,正常,1964
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,18.6,8.07,3,837.6,96.2,8.23,0.139,0.147,3.11,正常,1965
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,20.2,7.43,10.78,718,7.5,6.05,0.316,0.138,4.51,正常,1966
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.1,8.15,8.62,456,17.7,2.62,0.025,0.063,2.62,正常,1967
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.4,8.32,9.32,801.4,8.2,4.15,0.025,0.049,3.34,正常,1968
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18,8.8,11.57,316.3,44.2,5.11,0.061,0.071,2.44,正常,1969
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16,8.83,12.58,329.1,84.2,4.5,0.025,0.078,1.95,正常,1970
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.8,7.8,14.76,535.6,1,2.77,0.078,0.026,0.52,正常,1971
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,20.5,8.98,9.66,254.9,2.9,1.51,0.025,0.019,1.2,正常,1972
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20.1,8.6,10.09,466.4,8.7,4.03,0.062,0.099,1.64,正常,1973
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.6,8.48,11.69,516.2,14.9,3.85,0.025,0.035,2.33,正常,1974
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.4,8.6,9.77,657.1,4.3,2.69,0.028,0.05,1.92,正常,1975
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.5,7.44,10.09,132.5,5.9,1.98,0.025,0.016,1.84,正常,1976
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,20.1,9.17,5.36,219.3,7,2.98,0.039,0.038,0.66,正常,1977
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,24.1,8.99,10.96,660.7,17.8,8.45,0.032,0.164,2.99,正常,1978
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.3,8.56,8.17,411,66.9,2.42,0.231,0.087,3.69,正常,1979
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.9,8.5,12.12,278.1,5.5,1.82,0.025,0.029,1.68,正常,1980
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,19.9,8.84,4.79,631.4,12.1,3.08,0.025,0.063,3.12,正常,1981
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.4,8.42,11.4,371.4,3.7,1.11,0.025,0.013,2.53,正常,1982
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.4,7.82,8.01,381.5,87.2,1.68,0.137,0.072,3.88,正常,1983
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,14.6,8.2,12.51,254,2.1,1.86,0.025,0.012,2.66,正常,1984
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.9,8.61,14.99,514.4,15.2,2.86,0.158,0.068,3.47,正常,1985
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.9,7.87,14.66,367.7,4.2,1.49,0.03,0.03,3.4,正常,1986
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.9,8.93,11.81,238.5,11.9,2.21,0.051,0.033,2.54,正常,1987
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.3,8.3,11.03,256.1,10.2,0.93,0.025,0.022,2.1,正常,1988
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.6,8.96,11.83,254,7.8,2.04,0.025,0.015,3.16,正常,1989
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.9,8.48,11.31,195.4,12.7,1.69,0.025,0.049,3.46,正常,1990
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,9.6,8.29,14.18,240.9,7.9,1.03,0.025,0.015,,维护,1991
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.4,8.41,11.41,241.9,12.7,1.52,0.025,0.03,2.61,正常,1992
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,11.6,7.92,9,275,1.4,1.56,0.025,0.01,2.75,正常,1993
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.6,8.39,9.52,132.3,9.6,0.61,0.025,0.008,3.41,正常,1994
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.2,7.41,7.06,164.3,6.1,1.55,0.025,0.014,2.1,正常,1995
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.6,7.88,9.77,193.1,4.4,2.1,0.025,0.025,1.97,正常,1996
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.4,7.65,10.87,347.2,1.5,0.79,0.025,0.01,2.59,正常,1997
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.8,8.3,10.48,692.8,14.1,2.16,0.025,0.026,2.93,正常,1998
Tue May 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.6,8.42,9.18,826.7,37.6,3.33,0.029,0.081,4.16,正常,1999
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23,8.35,10.83,426.8,11.4,1.86,0.025,0.037,2.93,正常,2000
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23,8.74,9.39,997.6,6.6,2.84,0.025,0.025,2.57,正常,2001
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.6,7.35,10.7,828.3,12.3,4.96,0.053,0.06,4.33,正常,2002
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.5,8.32,9.28,843.9,4.1,3.8,0.046,0.073,6.83,正常,2003
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.5,7.85,9.26,1211.1,13.5,3.54,0.038,0.065,9.75,正常,2004
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.1,8.24,8.16,990.4,42.8,3.73,0.042,0.033,2.1,正常,2005
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.9,8.09,11.17,871.2,4.5,3.85,0.042,0.053,3.68,正常,2006
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.1,7.56,8.64,453.1,7.4,1.88,0.051,0.023,3.71,正常,2007
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.5,8.18,10.11,951.4,16.8,5.78,0.025,0.068,2.9,正常,2008
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.1,7.76,11.4,1248,40.9,4.68,0.078,0.053,6.22,正常,2009
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,25,9.81,20.44,1086.1,21.2,5.43,0.062,0.27,3.27,正常,2010
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,25,8.72,11.95,1143.6,21.9,5.09,0.107,0.175,4.86,正常,2011
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.2,8.5,9.53,422.6,4.4,2.65,0.025,0.005,0.98,正常,2012
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.1,8.14,9.21,731.5,32.3,5.29,0.593,0.11,4.16,正常,2013
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18,8.54,10.92,435.8,2.6,2.29,0.025,0.005,1.21,正常,2014
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19.3,8.33,10.03,466.2,12.9,1.68,0.025,0.005,2.93,正常,2015
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,20.1,7.86,8.27,552.1,4.5,1.07,0.025,0.005,3.65,正常,2016
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.3,8.99,14.99,572.8,8.8,3.46,0.025,0.047,1.74,正常,2017
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.8,8.48,7.45,525.8,55.6,1.99,0.025,0.084,8.98,正常,2018
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.6,7.95,6.2,887.1,12.7,3.43,0.077,0.062,0.96,正常,2019
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.8,8.14,9.76,713.9,11,3.05,0.04,0.035,1.14,正常,2020
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.7,8.6,16.87,778.2,8.8,3.63,0.034,0.047,0.93,正常,2021
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.4,8.34,10.24,659.8,9.1,3.18,0.065,0.044,1.09,正常,2022
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,22.4,8.29,8.88,282.9,1.9,1.53,0.025,0.005,1.06,正常,2023
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22,8.86,17.74,2477.3,14.3,4.18,0.036,0.08,1.22,正常,2024
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.1,8.14,7.97,274.7,6.4,1.87,0.025,0.01,0.87,正常,2025
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,22.7,8.43,11.36,912.6,13.6,6.32,0.052,0.091,4.12,正常,2026
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,23.8,9.37,15.89,942,24.9,6.53,0.092,0.015,2.35,正常,2027
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.4,8.26,5.21,3812.8,41.7,5.96,0.179,0.078,3.91,正常,2028
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,23.4,9.46,16.8,24365,21.2,12.59,0.342,0.118,1.72,正常,2029
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20.9,8.61,10.66,8169.1,75.1,5.82,0.071,0.065,0.87,正常,2030
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,22.4,8.48,14.6,35857.3,817.4,11.54,0.025,0.191,0.94,正常,2031
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,23.2,8.38,6.98,4052.4,52.4,8,0.025,0.116,1.45,正常,2032
Wed May 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,23.5,8.53,10.55,2768,46.9,7.69,0.113,0.146,3.71,正常,2033
